date atr atr_14 todays_atr
3.770000000
3.055000000
3.530000000
3.385000000
3.296000000
3.505000000
3.531428571
3.943750000
3.686666666
3.891000000
4.379090909
4.518333333
4.640000000
5.087857142
5.315000000
5.942857142
6.412142857
6.857142857
7.500714285
7.511428571
7.457857142
7.382857142
7.813571428
7.772142857
7.387857142
7.197142857
6.928571428
6.555714285
6.497857142
5.939285714
5.396428571
4.952857142
4.248571428
4.149285714
4.340714285
4.240714285
4.120000000
3.978571428
4.050000000
4.029285714
4.000000000
3.757142857
3.960714285
3.855714285
4.117142857
4.080714285
4.087142857
4.010000000
4.062142857
3.925714285
3.726428571
3.670714285
3.608571428
3.805714285
4.002142857
4.030714285
3.725714285
3.972857142
3.677142857
3.865000000
3.862857142
4.130714285
3.944285714
3.999285714
4.005000000
4.084285714
3.936428571
3.610000000
3.396428571
3.445714285
3.360000000
3.452142857
3.677142857
3.762857142
4.727857142
5.054285714
5.195000000
5.268571428
5.677142857
5.969285714
6.430714285
7.022857142
7.387142857
7.831428571
8.290714285
12.034285714
13.122857142
14.015714285
13.567857142
13.286428571
13.492857142
13.820714285
13.784285714
13.834285714
13.810714285
13.993571428
14.447857142
14.375000000
14.350000000
10.734285714
9.907142857
8.997142857
8.973571428
8.820714285
8.573571428
8.547142857
8.556428571
8.546428571
8.642142857
8.402857142
7.927142857
7.717142857
7.429285714
7.406428571
7.111428571
6.935000000
7.022142857
7.117142857
7.232857142
6.990714285
6.695000000
6.486428571
6.814285714
6.755714285
7.119285714
7.268571428
7.345000000
7.493571428
7.662142857
7.745000000
7.510000000
7.871428571
7.874285714
8.200714285
8.350714285
8.712857142
8.633571428
9.012142857
8.596428571
8.337142857
8.033571428
7.703571428
7.541428571
7.670714285
7.514285714
7.120000000
6.908571428
6.501428571
6.220714285
5.775714285
5.039285714
4.392142857
4.666428571
4.872142857
4.900714285
4.748571428
4.837857142
4.590714285
4.590714285
4.560714285
4.768571428
4.995714285
5.292857142
5.392857142
5.712142857
5.774285714
5.389285714
5.487857142
5.545714285
5.775714285
5.510714285
5.760000000
5.674285714
5.544285714
5.410000000
5.160000000
4.856428571
4.977857142
4.780000000
5.018571428
5.043571428
4.844285714
5.070000000
4.927142857
4.958571428
5.686428571
5.701428571
6.105000000
6.130714285
6.236428571
6.827142857
6.795714285
6.745000000
6.521428571
6.422142857
6.525000000
Built 196 missing indicators
